# IDN Reference table for the Korean language

# Language: Korean (ko)
# Version: 1.0
# Date: 2014-12-09
# Unicode version: 6.3.0

# This IDN table is published on <https://github.com/dotse/IDN-ref-tables> where 
# you can find the latest version, other tables and information concerning the 
# purpose, creation and update of the tables.
#
# This IDN table has been created by .SE <https://www.iis.se/english/> mainly based 
# on the material in the listed references. 
#
# .SE has put this work into Public Domain in accordance with CC0 1.0 Universal.
# See <http://creativecommons.org/publicdomain/zero/1.0/> for the conditions. You 
# can copy, modify, distribute and perform the work, even for commercial purposes, 
# all without asking permission.


## Language references
#
# Wikipedia: "Korean orthography", http://en.wikipedia.org/wiki/Korean_alphabet
#
# In "Omniglot" - the online encyclopedia of writing systems and languages, 
#    http://www.omniglot.com/writing/korean.htm


## References for contextual rules
#
# RFC 5891: “Internationalized Domain Names in Applications (IDNA): Protocol” 
#    (proposed standard), http://tools.ietf.org/html/rfc5891


## Code points requiring contextual rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label 
#   HYPHEN-MINUS                    must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)


## Code point table
#
# Code   # Unicode        Specimen  Name
# point  # script         Glyph 
#
U+AD5C   # Hangul         굜        <Hangul Syllable>
U+AD5D   # Hangul         굝        <Hangul Syllable>
U+AD5E   # Hangul         굞        <Hangul Syllable>
U+AD5F   # Hangul         굟        <Hangul Syllable>
U+AD60   # Hangul         굠        <Hangul Syllable>
U+AD61   # Hangul         굡        <Hangul Syllable>
U+AD62   # Hangul         굢        <Hangul Syllable>
U+AD63   # Hangul         굣        <Hangul Syllable>
U+AD64   # Hangul         굤        <Hangul Syllable>
U+AD65   # Hangul         굥        <Hangul Syllable>
U+AD66   # Hangul         굦        <Hangul Syllable>
U+AD67   # Hangul         굧        <Hangul Syllable>
U+AD68   # Hangul         굨        <Hangul Syllable>
U+AD69   # Hangul         굩        <Hangul Syllable>
U+AD6A   # Hangul         굪        <Hangul Syllable>
U+AD6B   # Hangul         굫        <Hangul Syllable>
U+AD6C   # Hangul         구        <Hangul Syllable>
U+AD6D   # Hangul         국        <Hangul Syllable>
U+AD6E   # Hangul         굮        <Hangul Syllable>
U+AD6F   # Hangul         굯        <Hangul Syllable>
U+AD70   # Hangul         군        <Hangul Syllable>
U+AD71   # Hangul         굱        <Hangul Syllable>
U+AD72   # Hangul         굲        <Hangul Syllable>
U+AD73   # Hangul         굳        <Hangul Syllable>
U+AD74   # Hangul         굴        <Hangul Syllable>
U+AD75   # Hangul         굵        <Hangul Syllable>
U+AD76   # Hangul         굶        <Hangul Syllable>
U+AD77   # Hangul         굷        <Hangul Syllable>
U+AD78   # Hangul         굸        <Hangul Syllable>
U+AD79   # Hangul         굹        <Hangul Syllable>
U+AD7A   # Hangul         굺        <Hangul Syllable>
U+AD7B   # Hangul         굻        <Hangul Syllable>
U+AD7C   # Hangul         굼        <Hangul Syllable>
U+AD7D   # Hangul         굽        <Hangul Syllable>
U+AD7E   # Hangul         굾        <Hangul Syllable>
U+AD7F   # Hangul         굿        <Hangul Syllable>
U+AD80   # Hangul         궀        <Hangul Syllable>
U+AD81   # Hangul         궁        <Hangul Syllable>
U+AD82   # Hangul         궂        <Hangul Syllable>
U+AD83   # Hangul         궃        <Hangul Syllable>
U+AD84   # Hangul         궄        <Hangul Syllable>
U+AD85   # Hangul         궅        <Hangul Syllable>
U+AD86   # Hangul         궆        <Hangul Syllable>
U+AD87   # Hangul         궇        <Hangul Syllable>
U+AD88   # Hangul         궈        <Hangul Syllable>
U+AD89   # Hangul         궉        <Hangul Syllable>
U+AD8A   # Hangul         궊        <Hangul Syllable>
U+AD8B   # Hangul         궋        <Hangul Syllable>
U+AD8C   # Hangul         권        <Hangul Syllable>
U+AD8D   # Hangul         궍        <Hangul Syllable>
U+AD8E   # Hangul         궎        <Hangul Syllable>
U+AD8F   # Hangul         궏        <Hangul Syllable>
U+AD90   # Hangul         궐        <Hangul Syllable>
U+AD91   # Hangul         궑        <Hangul Syllable>
U+AD92   # Hangul         궒        <Hangul Syllable>
U+AD93   # Hangul         궓        <Hangul Syllable>
U+AD94   # Hangul         궔        <Hangul Syllable>
U+AD95   # Hangul         궕        <Hangul Syllable>
U+AD96   # Hangul         궖        <Hangul Syllable>
U+AD97   # Hangul         궗        <Hangul Syllable>
U+AD98   # Hangul         궘        <Hangul Syllable>
U+AD99   # Hangul         궙        <Hangul Syllable>
U+AD9A   # Hangul         궚        <Hangul Syllable>
U+AD9B   # Hangul         궛        <Hangul Syllable>
U+AD9C   # Hangul         궜        <Hangul Syllable>
U+AD9D   # Hangul         궝        <Hangul Syllable>
U+AD9E   # Hangul         궞        <Hangul Syllable>
U+AD9F   # Hangul         궟        <Hangul Syllable>
U+ADA0   # Hangul         궠        <Hangul Syllable>
U+ADA1   # Hangul         궡        <Hangul Syllable>
U+ADA2   # Hangul         궢        <Hangul Syllable>
U+ADA3   # Hangul         궣        <Hangul Syllable>
U+ADA4   # Hangul         궤        <Hangul Syllable>
U+ADA5   # Hangul         궥        <Hangul Syllable>
U+ADA6   # Hangul         궦        <Hangul Syllable>
U+ADA7   # Hangul         궧        <Hangul Syllable>
U+ADA8   # Hangul         궨        <Hangul Syllable>
